rank,bgg_url,game_id,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,weight
"		1502							",https://boardgamegeek.com/boardgame/154003/pagoda,154003,2,2,45,30,45,2014,6.76609,6.1571,971,//cf.geekdo-images.com/images/pic1918075.jpg,8,Hand Management,1874,Ancient,1.8776
"		1507							",https://boardgamegeek.com/boardgame/97915/bios-megafauna,97915,1,4,120,60,120,2011,7.04965,6.15658,692,//cf.geekdo-images.com/images/pic1022024.jpg,12,Area Control / Area Influence* Card Drafting* Simulation* Variable Player Powers,1248,Animals* Environmental* Prehistoric,3.6301
"		1504							",https://boardgamegeek.com/boardgame/11168/flames-war-world-war-ii-miniatures-game,11168,1,2,120,120,120,2002,7.11098,6.15658,748,//cf.geekdo-images.com/images/pic142488.jpg,14,Dice Rolling* Modular Board* Point to Point Movement* Simulation* Variable Player Powers,1292,Collectible Components* Miniatures* Vietnam War* Wargame* World War II,3.2762
"		1506							",https://boardgamegeek.com/boardgame/37400/sushizock-im-gockelwok,37400,2,5,20,20,20,2008,6.48484,6.1563,1892,//cf.geekdo-images.com/images/pic400677.jpg,8,Dice Rolling* Memory* Press Your Luck* Set Collection,2285,Dice,1.244
"		1508							",https://boardgamegeek.com/boardgame/25261/tannhauser,25261,2,10,120,60,120,2007,6.4803,6.15587,2758,//cf.geekdo-images.com/images/pic191492.jpg,13,Dice Rolling* Point to Point Movement* Variable Player Powers,5070,Fantasy* Fighting* Horror* Miniatures* Science Fiction* Spies/Secret Agents* Wargame* World War I,2.7372
"		1505							",https://boardgamegeek.com/boardgame/109779/garden-dice,109779,2,4,60,60,60,2012,6.76316,6.15584,982,//cf.geekdo-images.com/images/pic3005798.jpg,13,Dice Rolling* Set Collection* Tile Placement,1648,Dice* Farming,2.1077
"		1510							",https://boardgamegeek.com/boardgame/103649/city,103649,2,5,20,20,20,2011,6.56477,6.15416,1459,//cf.geekdo-images.com/images/pic1051267.jpg,10,Hand Management* Simultaneous Action Selection,1749,Card Game* City Building,1.5547
"		1513							",https://boardgamegeek.com/boardgame/96792/road-canterbury,96792,2,3,60,60,60,2011,6.90445,6.15409,791,//cf.geekdo-images.com/images/pic965757.jpg,10,Area Control / Area Influence* Card Drafting* Hand Management* Set Collection,1275,Humor* Medieval* Religious,2.2469
"		1511							",https://boardgamegeek.com/boardgame/770/loot,770,2,8,20,20,20,1992,6.30075,6.15376,4749,//cf.geekdo-images.com/images/pic3360346.jpg,10,Area Control / Area Influence* Hand Management* Partnerships,7972,Card Game* Nautical* Pirates,1.3913
"		1516							",https://boardgamegeek.com/boardgame/30241/patrician,30241,2,5,50,50,50,2007,6.62626,6.15326,1274,//cf.geekdo-images.com/images/pic313778.jpg,10,Area Control / Area Influence* Hand Management* Set Collection,1600,Medieval,1.9176
"		1515							",https://boardgamegeek.com/boardgame/3041/panzergruppe-guderian,3041,2,2,120,120,120,1976,7.24813,6.15315,573,//cf.geekdo-images.com/images/pic187445.jpg,14,Dice Rolling* Hex-and-Counter,1315,Wargame* World War II,2.9383
"		1514							",https://boardgamegeek.com/boardgame/129351/cave,129351,2,5,60,60,60,2012,6.60682,6.15262,1398,//cf.geekdo-images.com/images/pic1399091.jpg,10,Action Point Allowance System* Modular Board* Set Collection* Tile Placement,2050,Environmental* Exploration* Maze* Travel,2.5
"		1517							",https://boardgamegeek.com/boardgame/2516/man-o-war,2516,2,4,180,180,180,1993,7.13935,6.15143,671,//cf.geekdo-images.com/images/pic1540285.jpg,12,Dice Rolling* Variable Phase Order* Variable Player Powers,933,Fantasy* Miniatures* Nautical* Wargame,2.6613
"		1518							",https://boardgamegeek.com/boardgame/141090/kohle-kolonie,141090,3,5,180,180,150,2013,7.47269,6.15072,434,//cf.geekdo-images.com/images/pic2725565.jpg,12,Auction/Bidding,722,Economic* Industry / Manufacturing,3.8113
"		1519							",https://boardgamegeek.com/boardgame/17393/pax-romana,17393,2,4,600,600,600,2006,7.31333,6.1504,530,//cf.geekdo-images.com/images/pic246120.jpg,12,Area Control / Area Influence* Point to Point Movement,1410,Ancient* Political* Wargame,3.6567
"		1520							",https://boardgamegeek.com/boardgame/156138/happy-pigs,156138,2,6,45,30,45,2013,7.0175,6.15003,703,//cf.geekdo-images.com/images/pic2830958.jpg,8,Simultaneous Action Selection,1162,Animals* Economic* Farming,2.4286
"		1527							",https://boardgamegeek.com/boardgame/147/crude-oil-game,147,2,4,90,90,90,1974,6.77741,6.14701,924,//cf.geekdo-images.com/images/pic1389675.jpg,13,Commodity Speculation* Dice Rolling* Tile Placement,1606,Economic* Industry / Manufacturing,2.7396
"		1521							",https://boardgamegeek.com/boardgame/19301/mesopotamia,19301,2,4,45,45,45,2005,6.55634,6.14645,1472,//cf.geekdo-images.com/images/pic94720.jpg,10,Action Point Allowance System* Modular Board* Pick-up and Deliver* Point to Point Movement,2007,Ancient* Civilization,2.4337
"		1522							",https://boardgamegeek.com/boardgame/155463/dc-comics-deck-building-game-forever-evil,155463,2,5,75,45,75,2014,7.26192,6.14621,610,//cf.geekdo-images.com/images/pic2454379.jpg,0,Deck / Pool Building,1682,Card Game* Comic Book / Strip,2.5
"		1523							",https://boardgamegeek.com/boardgame/102104/star-fluxx,102104,2,6,10,10,10,2011,6.43044,6.14559,3344,//cf.geekdo-images.com/images/pic1059779.jpg,8,Hand Management* Set Collection,7536,Card Game* Science Fiction,1.4136
"		1524							",https://boardgamegeek.com/boardgame/11949/shifting-sands,11949,2,2,240,240,240,2006,7.29626,6.14527,516,//cf.geekdo-images.com/images/pic937167.jpg,12,Campaign / Battle Card Driven* Hand Management* Point to Point Movement,980,Wargame* World War II,3.181
"		1529							",https://boardgamegeek.com/boardgame/5622/pacific-war,5622,2,2,6000,60,6000,1985,7.51583,6.14486,477,//cf.geekdo-images.com/images/pic128087.jpg,16,Dice Rolling* Hex-and-Counter* Simulation,1383,Nautical* Wargame* World War II,4.5111
"		1526							",https://boardgamegeek.com/boardgame/692/wizard-kings,692,2,7,150,150,150,2000,6.70809,6.14434,1090,//cf.geekdo-images.com/images/pic199522.jpg,12,Dice Rolling* Hex-and-Counter* Modular Board* Secret Unit Deployment* Variable Player Powers,1833,Fantasy* Wargame,2.6711
"		1533							",https://boardgamegeek.com/boardgame/5620/vietnam-1965-1975,5620,2,2,360,360,360,1984,7.37226,6.14412,549,//cf.geekdo-images.com/images/pic148009.jpg,12,Hex-and-Counter* Secret Unit Deployment* Simulation,1603,Modern Warfare* Vietnam War* Wargame,4.2521
"		1525							",https://boardgamegeek.com/boardgame/6068/queens-necklace,6068,2,4,45,30,45,2003,6.45595,6.14395,2045,//cf.geekdo-images.com/images/pic2560679.jpg,8,Betting/Wagering* Commodity Speculation* Hand Management* Set Collection,2913,Age of Reason* Bluffing* Card Game* Novel-based,1.9009
"		1528							",https://boardgamegeek.com/boardgame/23604/world-cup-game,23604,3,16,180,180,180,2006,7.03513,6.14354,657,//cf.geekdo-images.com/images/pic343070.jpg,10,Tile Placement,497,Sports,1.9804
"		1530							",https://boardgamegeek.com/boardgame/19854/federation-commander-klingon-border,19854,2,8,60,60,60,2005,7.38679,6.14329,517,//cf.geekdo-images.com/images/pic100449.jpg,12,Action Point Allowance System* Dice Rolling* Hex-and-Counter* Simultaneous Action Selection,988,Movies / TV / Radio theme* Science Fiction* Wargame,3.36
"		1537							",https://boardgamegeek.com/boardgame/17484/silent-war,17484,1,2,120,120,120,2005,7.37795,6.14287,539,//cf.geekdo-images.com/images/pic1716642.jpg,12,Chit-Pull System* Dice Rolling* Point to Point Movement* Secret Unit Deployment* Simulation,1394,Nautical* Wargame* World War II,3.3884
"		1532							",https://boardgamegeek.com/boardgame/55253/atlantis,55253,2,4,45,45,45,2009,6.5219,6.14251,1550,//cf.geekdo-images.com/images/pic583097.jpg,10,Hand Management* Modular Board,1736,Mythology,1.8356
"		1531							",https://boardgamegeek.com/boardgame/19841/pentago,19841,2,2,5,5,5,2005,6.4318,6.14231,2312,//cf.geekdo-images.com/images/pic917351.jpg,8,Pattern Building* Pattern Recognition,3853,Abstract Strategy,1.9013
"		1534							",https://boardgamegeek.com/boardgame/27356/portobello-market,27356,2,4,35,35,35,2007,6.40559,6.14199,2207,//cf.geekdo-images.com/images/pic201947.jpg,8,Area Control / Area Influence* Area Movement,2688,Abstract Strategy,2.0449
"		1538							",https://boardgamegeek.com/boardgame/24762/medici-vs-strozzi,24762,2,2,30,30,30,2006,6.52869,6.14163,1544,//cf.geekdo-images.com/images/pic431718.jpg,10,Auction/Bidding* Set Collection,1824,Economic* Renaissance,2.4485
"		1535							",https://boardgamegeek.com/boardgame/14083/fire-sky-great-pacific-war-1941-1945,14083,2,2,300,300,300,2005,7.47435,6.14158,454,//cf.geekdo-images.com/images/pic58333.jpg,12,Dice Rolling* Hex-and-Counter* Simulation,1049,Wargame* World War II,3.1919
"		1536							",https://boardgamegeek.com/boardgame/1111/taboo,1111,4,10,20,20,20,1989,6.28011,6.14138,7219,//cf.geekdo-images.com/images/pic1875289.jpg,12,Partnerships,10748,Party Game* Real-time* Word Game,1.2378
"		1540							",https://boardgamegeek.com/boardgame/8124/industria,8124,3,4,60,60,60,2003,6.51365,6.14136,1682,//cf.geekdo-images.com/images/pic90142.jpg,10,Auction/Bidding* Hand Management,2161,Economic* Industry / Manufacturing,2.6763
"		1543							",https://boardgamegeek.com/boardgame/132428/bioshock-infinite-siege-columbia,132428,2,4,60,60,60,2013,7.00337,6.14132,722,//cf.geekdo-images.com/images/pic1616044.jpg,13,Area Control / Area Influence* Area Movement* Betting/Wagering* Dice Rolling* Hand Management* Partnerships* Variable Player Powers,2291,Fighting* Miniatures* Video Game Theme,2.8667
"		1610							",https://boardgamegeek.com/boardgame/195528/la-granja-no-siesta,195528,1,4,45,30,45,2016,7.05138,6.14099,647,//cf.geekdo-images.com/images/pic3051552.png,10,Dice Rolling,1320,Dice* Farming,2.2727
"		1567							",https://boardgamegeek.com/boardgame/149776/fireteam-zero,149776,1,4,90,90,90,2015,7.75394,6.1407,434,//cf.geekdo-images.com/images/pic2208055.jpg,14,Co-operative Play* Deck / Pool Building* Dice Rolling* Storytelling* Variable Player Powers,1005,Adventure* Fantasy* Fighting* Horror* Miniatures* World War II,2.6154
"		1546							",https://boardgamegeek.com/boardgame/433/shark,433,2,6,90,90,90,1987,6.66147,6.13973,1163,//cf.geekdo-images.com/images/pic72190.jpg,12,Commodity Speculation* Dice Rolling* Stock Holding,1627,Economic,2.2245
"		1541							",https://boardgamegeek.com/boardgame/759/turning-point-stalingrad,759,2,2,180,180,180,1989,7.19053,6.13973,607,//cf.geekdo-images.com/images/pic290588.jpg,12,Area-Impulse,1429,Wargame* World War II,3.3366
"		1550							",https://boardgamegeek.com/boardgame/154906/isle-trains,154906,2,4,45,45,45,2014,6.95176,6.13964,722,//cf.geekdo-images.com/images/pic1951594.jpg,13,Hand Management* Set Collection,1783,Card Game* Trains* Transportation,2
"		1539							",https://boardgamegeek.com/boardgame/168679/flip-city,168679,1,4,50,30,50,2014,6.47081,6.13928,1963,//cf.geekdo-images.com/images/pic2499620.png,8,Deck / Pool Building* Press Your Luck,3968,Card Game* City Building,1.7342
"		1542							",https://boardgamegeek.com/boardgame/1770/aliens,1770,1,9,90,90,90,1989,7.22155,6.13921,639,//cf.geekdo-images.com/images/pic7852.jpg,10,Co-operative Play* Dice Rolling* Variable Player Powers,815,Fighting* Horror* Movies / TV / Radio theme* Science Fiction,2.2344
"		1545							",https://boardgamegeek.com/boardgame/90870/pelican-cove,90870,1,5,30,30,30,2011,6.76476,6.13894,908,//cf.geekdo-images.com/images/pic1627614.jpg,8,Pattern Recognition,1061,Puzzle* Real-time,1.7833
"		1544							",https://boardgamegeek.com/boardgame/520/axis-allies-europe,520,2,4,210,210,210,1999,6.51172,6.13833,2232,//cf.geekdo-images.com/images/pic87713.jpg,12,Area Control / Area Influence* Area Movement* Dice Rolling* Partnerships,3602,Wargame* World War II,2.8419
"		1547							",https://boardgamegeek.com/boardgame/6866/mus,6866,4,4,10,10,10,1745,7.85708,6.1382,364,//cf.geekdo-images.com/images/pic123069.jpg,7,Betting/Wagering* Partnerships,355,Card Game,2.2222
"		1554							",https://boardgamegeek.com/boardgame/4688/angola,4688,2,4,480,480,480,1988,7.97975,6.13811,326,//cf.geekdo-images.com/images/pic1149254.jpg,0,Area Control / Area Influence* Campaign / Battle Card Driven* Partnerships* Secret Unit Deployment,721,Civil War* Modern Warfare* Wargame,3.1
"		1587							",https://boardgamegeek.com/boardgame/205507/key-city-london,205507,2,6,120,90,120,2016,7.27401,6.13781,508,//cf.geekdo-images.com/images/pic3145313.jpg,14,Auction/Bidding* Modular Board* Set Collection* Tile Placement* Worker Placement,1194,City Building* Economic* Territory Building,2.6364
"		1548							",https://boardgamegeek.com/boardgame/37301/decktet,37301,0,0,30,30,30,2008,7.52853,6.13737,416,//cf.geekdo-images.com/images/pic353574.jpg,0,none,1285,Card Game* Game System* Print & Play,1.9655
"		1553							",https://boardgamegeek.com/boardgame/122/quo-vadis,122,3,5,45,45,45,1992,6.44257,6.1373,1909,//cf.geekdo-images.com/images/pic199582.jpg,12,Point to Point Movement* Trading* Voting,2532,Ancient* Negotiation* Political,2.0725
"		1552							",https://boardgamegeek.com/boardgame/8924/dancing-eggs,8924,2,4,10,10,10,2003,6.48617,6.13711,1702,//cf.geekdo-images.com/images/pic156510.jpg,5,Dice Rolling,2785,Action / Dexterity* Children's Game* Dice* Humor* Party Game,1.0516
"		1559							",https://boardgamegeek.com/boardgame/159503/captain-dead,159503,1,7,90,90,90,2014,7.39307,6.13709,535,//cf.geekdo-images.com/images/pic3279087.jpg,12,Action Point Allowance System* Co-operative Play* Variable Player Powers,904,Science Fiction,2.425
"		1549							",https://boardgamegeek.com/boardgame/34615/new-world-carcassonne-game,34615,2,5,45,45,45,2008,6.46722,6.13707,1882,//cf.geekdo-images.com/images/pic303773.jpg,8,Area Control / Area Influence* Tile Placement,3018,City Building* Exploration,2.0621
"		1575							",https://boardgamegeek.com/boardgame/180564/carcassonne-star-wars,180564,2,5,35,35,35,2015,6.88196,6.13675,813,//cf.geekdo-images.com/images/pic2602614.jpg,7,Dice Rolling* Tile Placement,1830,Movies / TV / Radio theme* Science Fiction,1.7586
"		1556							",https://boardgamegeek.com/boardgame/140519/myth,140519,2,5,120,120,120,2014,6.79116,6.13515,1311,//cf.geekdo-images.com/images/pic1721040.jpg,12,Co-operative Play* Dice Rolling* Grid Movement* Hand Management* Variable Phase Order* Variable Player Powers,3139,Adventure* Fantasy* Miniatures,3.8425
"		1555							",https://boardgamegeek.com/boardgame/173156/timeline-challenge,173156,2,10,30,30,30,2015,7.15644,6.13489,584,//cf.geekdo-images.com/images/pic2815954.jpg,10,Betting/Wagering* Simultaneous Action Selection,1198,Card Game* Educational* Trivia,1.3158
"		1561							",https://boardgamegeek.com/boardgame/36367/dust-tactics,36367,2,4,30,30,30,2010,7.22866,6.13454,650,//cf.geekdo-images.com/images/pic844792.jpg,0,Action Point Allowance System* Dice Rolling* Modular Board,1242,Miniatures* Science Fiction* World War II,2.94
"		1562							",https://boardgamegeek.com/boardgame/172547/queens-architect,172547,2,4,60,60,60,2015,6.97632,6.13371,694,//cf.geekdo-images.com/images/pic2448516.jpg,10,Point to Point Movement* Set Collection* Worker Placement,1339,Medieval,2.7447
"		1558							",https://boardgamegeek.com/boardgame/18500/sator-arepo-tenet-opera-rotas,18500,2,4,60,60,60,2008,6.91056,6.13349,750,//cf.geekdo-images.com/images/pic370329.jpg,8,Action Point Allowance System* Modular Board* Tile Placement,890,Fantasy* Maze* Racing,2.4026
"		1557							",https://boardgamegeek.com/boardgame/78954/mousquetaires-du-roy,78954,1,5,75,75,75,2010,6.94191,6.13297,726,//cf.geekdo-images.com/images/pic1286586.jpg,12,Co-operative Play* Dice Rolling* Partnerships,1475,Adventure* Novel-based* Renaissance,2.9143
"		1560							",https://boardgamegeek.com/boardgame/38548/fast-flowing-forest-fellers,38548,2,5,30,30,30,2008,6.53334,6.13237,1418,//cf.geekdo-images.com/images/pic410627.jpg,8,Hand Management* Modular Board* Point to Point Movement,1620,Racing* Sports,1.5333
"		1565							",https://boardgamegeek.com/boardgame/5205/gev,5205,2,2,75,75,75,1978,6.93292,6.1322,768,//cf.geekdo-images.com/images/pic69390.jpg,12,Hex-and-Counter,1488,Fighting* Science Fiction* Wargame,2.2653
"		1564							",https://boardgamegeek.com/boardgame/987/kingmaker,987,2,7,240,240,240,1974,6.45054,6.13067,2499,//cf.geekdo-images.com/images/pic1514020.jpg,12,Area Movement* Voting,4550,Medieval* Political* Renaissance* Wargame,3.0738
"		1566							",https://boardgamegeek.com/boardgame/3409/napoleonic-wars,3409,2,5,240,240,240,2002,7.02282,6.13021,702,//cf.geekdo-images.com/images/pic33004.jpg,12,Campaign / Battle Card Driven,988,Napoleonic* Wargame,3.4608
"		1563							",https://boardgamegeek.com/boardgame/714/talisman,714,2,6,240,240,240,1983,6.40444,6.12974,4292,//cf.geekdo-images.com/images/pic818904.jpg,9,Dice Rolling* Role Playing* Roll / Spin and Move* Variable Player Powers,5246,Adventure* Exploration* Fantasy* Fighting,2.1835
"		1570							",https://boardgamegeek.com/boardgame/63091/space-hulk-second-edition,63091,2,2,90,90,90,1996,7.49619,6.1285,457,//cf.geekdo-images.com/images/pic1411447.jpg,10,Action Point Allowance System* Dice Rolling* Grid Movement* Modular Board* Variable Player Powers,759,Fighting* Miniatures* Science Fiction,2.6452
"		1568							",https://boardgamegeek.com/boardgame/35342/hold-line,35342,2,2,60,60,60,2008,7.38834,6.12848,465,//cf.geekdo-images.com/images/pic315672.jpg,0,Action Point Allowance System* Dice Rolling* Hex-and-Counter* Modular Board,861,Age of Reason* American Revolutionary War* Wargame,1.8315
"		1573							",https://boardgamegeek.com/boardgame/8107/risk-lord-rings-trilogy-edition,8107,2,4,180,180,180,2003,6.46884,6.12793,2661,//cf.geekdo-images.com/images/pic33404.jpg,9,Area Control / Area Influence* Area Movement* Campaign / Battle Card Driven* Dice Rolling,5430,Adventure* Fantasy* Movies / TV / Radio theme* Novel-based* Wargame,2.3423
